ID;Description
Tears in the Sand Interviews;Denver, Colorado, United States. Rocky Mountain PBS brings you one of the most comprehensive documentaries available on the Sand Creek Massacre. Our producer tells you the inside story with the help of Southern Cheyenne tribal members. 
Ted Silvey Collection;Detroit, Michigan, United States. Interview with Dennis East about his career as a speaker and writer with the Ohio CIO Council and the national CIO, 1976. 
Tejano Voices: University of Texas at Arlington Center for Mexican American Studies Oral History Project;Arlington, Texas, United States. The Tejano Voices Project focuses on seventy-seven oral history interviews with Tejano and Tejana leaders from across the state conducted by Dr. José Angel Gutiérrez, associate professor of political science at the University of Texas at Arlington. These interviews were conducted in 1992-1999, and emphasize the personal stories and struggles of the interviewees, many of whom are the first individuals of Mexican descent in their communities elected or appointed to government office. The interviews were videotaped, transcribed, bound, and placed in the UTA Libraries' Special Collections Division, where they are made accessible to students, scholars, and the general public. All of the interviewees have signed deeds of gift/interview agreements, transferring all of their proprietary and copyrights for the interviews to the university. The interviews are unique, and reflect the history of the Tejano community as it pressed for an end to racial segregation in the state and access to political power in the post-WWII period.
Telegraph Hill Dwellers Oral History Project;San Francisco, California, United States. This project records the experiences of some of the unique people who have made, and continue to make, our neighborhood the wonderful place it is. As well as preserving the character of Telegraph Hill, we want to preserve the characters of Telegraph Hill. 
Telephone Project;Springfield, Illinois, United States. Illinois Bell Telephone Company employees, including linemen, operators, managers and others, recall their work in the telephone industry in the early 20th century on: changes in technology, tasks, the social and economic impact of telephones, Illinois cities and rural communities, and their own lives. 
Telling Our Stories: Women's Words/Quilts;Storrs, Connecticut, United States. 
Telling Their Stories: Oral History of the Holocaust;San Francisco, California, United States. High school students at the Urban School of San Francisco conduct and film interviews with Bay Area Holocaust survivors in their homes. Students then transcribe each 2-plus hour interview, create hundreds of movie files associated with each transcript, and then post the full-text, full-video interviews on this public website as a service to a world-wide audience interested in Holocaust studies. See Project Descriptions for a more detailed overview of the course and project. 
Tempe Fire Department;Tempe, Arizona, United States. 
Tempe Oral and Video Collection: Agriculture and Ranching in Arizona;Tuscon, Arizona, United States. 
Tempe Oral and Video Collection: Health in the Valley;Tuscon, Arizona, United States. 
Tempe Oral and Video Collection: Women's History Month;Tuscon, Arizona, United States. 
Tending the Commons: Folklife and Landscape in Southern West Virginia;"Washington, District of Columbia, United States. Tending the Commons: Folklife and Landscape in Southern West Virginia incorporates 679 excerpts from original sound recordings and 1,256 photographs from the American Folklife Center's Coal River Folklife Project (1992-99) documenting traditional uses of the mountains in Southern West Virginia's Big Coal River Valley. Functioning as a de facto commons, the mountains have supported a way of life that for many generations has entailed hunting, gathering, and subsistence gardening, as well as coal mining and timbering. The online collection includes extensive interviews on native forest species and the seasonal round of traditional harvesting (including spring greens; summer berries and fish; and fall nuts, roots such as ginseng, fruits, and game) and documents community cultural events such as storytelling, baptisms in the river, cemetery customs, and the spring ""ramp"" feasts using the wild leek native to the region. Interpretive texts outline the social, historical, economic, environmental, and cultural contexts of community life, while a series of maps and a diagram depicting the seasonal round of community activities provide special access to collection materials. "
Tennessee Latino Oral History Project;Nashville, Tennessee, United States. Humanities Tennessee is conducting a community-based oral history project addressing the state's growing Latino population. Bilingual volunteers conducted oral history interviews with members of the Latino communities in Nashville and elsewhere in the state regarding their experiences coming to and living in Tennessee. These experiences will be interpreted within the historical, social and economic patterns from which they arise locally and in the nations of origin. The project will produce a bilingual tabloid that contains excerpts from the oral history interviews, as well as interpretive content that explores the meaning and significance of the stories in a broader context. 
Teresina Rowell Havens Papers;Northampton, Massachusetts, United States. Professor, comparative religion. Interview of Teresina and husband, Joe Havens, 1987, audiotape. 
Terminal Island Life History Project;Los Angeles, California, United States. This collection of twenty-five oral history interviews and personal memoirs capture the voices of the prominent Japanese American community on Terminal Island. Located in San Pedro Bay, the island had a substantial Japanese American population, situated in the southwestern region of California, known as Fish Harbor, prior to World War II. These interviews and memoirs reveal multi-faceted aspects of Fish Harbor such as the role of Japanese Americans in the fishing industry as well as the strong sense of solidarity in the community. Unlike other Japanese American communities, these interviews and personal accounts disclose how their community was unable to return to Terminal Island after the war. 
Terrell Public Library Oral History Collection;Terrell, Texas, United States. 
Testimonies: Documenting the Lives and Faith of Latino Immigrants;Bloomington, Indiana, United States. 
Testimony Films;"London, England, United Kingdom. Testimony Films is an independent television company specialising in making oral history programmes. C590/01 comprises Betacam SP masters and S-VHS copies of rushes from BBC TV Series ""A Labour of Love"" TX 2/93 - 4/93. The series was subtitled 'The experience of parenthood in Britain 1900-1950' and covered changing family relationships in the first half of the twentieth century including changes in childbirth, baby care, attitudes to discipline and parenting. It looked at class differences and issues of poverty, divorce and the impact of World War Two. NB: C590/01/01-160, 162-231, 250-2 are the Beta masters; C590/01/253-488 are the S-VHS playback copies. Curator has list of interviewee names. C590/02 comprises Betacam SP masters and S-VHS copies of rushes from BBC TV Series ""Forbidden Britain"" TX 1994. The series covered youth delinquency, gangs and hooliganism, extramarital affairs, riots (including the Liverpool riots and police strike of 1919), unemployment (including labour camps and other government schemes), sexual abuse and homelessness. NB: C590/02/01-131 are the Beta masters; C590/02/132-237 are the S-VHS playback copies. "
Testimony: Video Interviews with Holocaust Survivors;London, England, United Kingdom. 
Teton Dam Disaster;Boise, Idaho, United States. 
Teton Dam Disaster;Logan, Utah, United States. On June 5, 1976, the newly constructed Teton Dam in southeastern Idaho collapsed. Water contained in its filling reservoir surged through the Upper Snake River Valley, inundating whole communities, blanketing farm lands with debris, and disrupting the lives of thousands. In its wake, the flood's damages totaled hundreds of millions of dollars. But in addition to property losses were the personal losses for which there was no reparation. To better understand this loss, a program to gather and preserve personal accounts of the disaster was jointly undertaken by the Department of History and Geography of Utah State University, Ricks College and the Idaho State Historical Society. The oral histories obtained by these agencies provide recollections of the flood and its aftermath from the perspectives of individuals, families and communities. One hundred and twenty-four (124) interviews were completed and are now available for historical and scholarly research in the Department of Special Collections and Archives at Utah State University. 
Teton Pioneers;Boise, Idaho, United States. 
Texas A&M University Oral History Collection;College Station, Texas, United States. This collection includes about 90 interviews concerning many aspects of the university, especially concentrating on agriculture, engineering, and veterinary medicine. 
Texas Collection Oral History Memoirs;Waco, Texas, United States. Oral history memoirs produced by the Baylor University Institute for Oral History (BUIOH) are deposited in the Archives Division. More than 760 completed memoirs are available for use, and researchers are encouraged to listen to the original audio tapes for a full experience of the primary source. Audio and video playback equipment is available in the Ruth Shick Montgomery Media Resources Room. In addition to the BUIOH memoirs, The Texas Collection frequently receives oral histories produced by other individuals for personal and scholarly research. The older interviews date back to the 1950s and include the recollections of a trail hand on the Chisholm Trail. Transcripts, tapes, photographs, and other items created by the Fort Hood Oral History Project were deposited in The Texas Collection in 2002. This significant project provided former residents of the lands that now encompass the Central Texas military installation to recount historical and anecdotal events in the area prior to the establishment of Camp Hood in 1942. Please contact the Archivist about accessing the oral history memoir of interest. 
Texas History Collection;College Station, Texas, United States. Caldwell County: As part of the nation's bicentennial celebration, citizens of Caldwell County initiated an oral history of their county and Lockhart, Texas. They interviewed about 125 residents, and some group meetings (which are not listed in this guide). All interviews are open, not transcribed, and located in the Learning Resources Division (6th floor) of the Sterling C. Evans Library, TAMU. /Bryan - College Station: In 1982 the Historical Committee of the City of College Station approved a $6,000 grant for a history graduate student, Debbie Parks, so that she could write a Master's thesis on the history of the city. Unless stated, all interviews are by Debbie Parks, transcribed and open. In addition, some interviews were held with Bryan residents and are transcribed and open. Also consult Descendants of Pioneers of Central Texas. /Descendants of Pioneers of Central Texas: These interviews concern the settlement and growth of central Texas and especially Bryan/College Station from about 1900 to the 1940's. Participants have various backgrounds and occupations and they discuss topics such as race relations, politics, farming, transportation, industry, and changes at Texas A&M. All interviews are transcribed and open. /East Texas Oral History Consortium: These interviews concern many subjects in east Texas history, including the founding of Tyler State College, early days at Texas A&M, farmers from Nacogdoches fighting in WWI, and a history of the railroad from the turn of the century. All are transcribed, open, and bound in a five volume set. /Lignite Mining in Texas: These interviews concern the Rockdale mines from 1900 to the 1920's. Common topics include relations with Mexican miners, life in the coal mining community, and some mention WWI and the Depression. All participants were interviewed by William Childs, and they are transcribed and open. /Urban Planning in Texas: The project was conceived and initiated by Robert Cornish, Associate Professor of Urban and Regional Planning at Texas A&M. He received grants from the Texas chapter of the American Planning Association and assistance from his department in the late 1970's and since then has interviewed almost 70 individuals who have been influential in the planning of Austin, Houston, Ft. Worth, Corpus Christi, Galveston, El Paso and San Antonio. All tapes are being transcribed, are open, and unless stated, Robert Cornish conducted the interviews. /Texas Miscellaneous Collection: Varies. 
Texas Independent Producers and Royalty Owners Oral history Collection;Austin, Texas, United States. Portions of this collection are restricted. Consult reference staff for further information. 
Texas Tech University Oral History Collection;Lubbuck, Texas, United States. 
Theatre of the Thirties Oral History Collection;Fairfax, Virginia, United States. This collection contains interviews of various individuals involved in many aspects of productions included in the Federal Theater Project (FTP) during the 1930s. There are 390 cassette tapes and 58 reel-to-reel oral histories in this collection. The interviews were conducted during the 1970s. 
Theodore Roosevelt Association: Roosevelt Project;New York, New York, United States. Friends and associates reminisce about Theodore Roosevelt (1858-1919) and the Roosevelt family and circle, with reappraisals of Theodore Roosevelt's impact upon American life. Some new light is thrown on the Bull Moose campaign. 
Thomas Alva Edison Project;New York, New York, United States. Interviews with family members and associates of Thomas Alva Edison (1847-1931) illuminate his character, personality, and motivation. The appearance and arrangement of the family home and the laboratory in West Orange, New Jersey are described, and specific project carried on in the laboratory are recalled. 
Thomas Dodd Family Oral History;Storrs, Connecticut, United States. 
Thomas Raddal Research Centre Collection;Liverpool, Queen's County, Nova Scotia, Canada. Interviews conducted in 1982 with older citizens. Most of them describe their childhood in Liverpool, while others share their knowledge of the history of Queens County. Topics include shipbuilding, community life and life histories. Sound quality is fair to good. English. Open. 
Thomas Starling Collection;Detroit, Michigan, United States. Interview with George Tselos about the organization of UAW Local 34 at the GM Fisher Body plant in Atlanta, Georgia in the 1930s, 1980. 
Thruston B. Morton Oral History;Lexington, Kentucky, United States. U. S. Senator. Thruston and his younger brother Rogers, an important politician in his own right, came from a prominent Louisville family which descended from George Rogers Clark, William Clark, and Rogers Clark Ballard. Thruston Morton graduated from Yale University, worked in the family grain and milling business, Ballard and Ballard, and went into the Navy during World War II. After the war he ran for Congress as a Republican and won. He served in the House for six years. In 1952 he successfully managed the campaign of John Sherman Cooper for the Senate. In January of 1953 President Eisenhower appointed him Assistant Secretary of State for Congressional Relations, a post he held for three years. He obtained a Senate seat in 1956. While a Senator, Morton was elected Chairman of the Republican National Committee, serving from 1959 to 1962. 
Thunder Bay Finnish Canadian Historical Society Tape Collection;"Thunder Bay, Ontario, Canada. Interviews conducted between 1975 and 1987. Genealogy of Finnish immigrants, and participation of Finnish Canadians in churches, sports, theatre and arts, cooperatives and trade unions, including references to the Lumber Workers Industrial Union of Canada, the Industrial Workers of the World, and Isku and Nahjus sports groups. Material was drawn from Thunder Bay and the surrounding rural communities. English, Finnish. Open. Summary sheets; Thunder Bay Finnish Canadian Historical Society Finding Aid MG8. "
Thunder Bay Historical Museum Society Oral History Project 1977;Thunder Bay, Ontario, Canada. Interviews conducted between 1977 and 1983 mostly as part of a 1977 Works project. Long-time residents of Northwestern Ontario share their memories, experiences and knowledge of the region's history : childhood, schools, customs, farm life, pioneer life, logging, the retail trade, shipbuilding, shipping, aeronautics, the Great Depression, immigration, journalism, broadcasting, politics and government, World War II, missionary work, and the Ojibwa. Places referred to include Thunder Bay, Silver Islet, Nipigon, and South Gillies. English. Open. Detailed inventory. Partial transcription (40 interviews), ca. 300 pages. 
Thunder Bay Historical Museum Society Oral History Project 1988;Thunder Bay, Ontario, Canada. Interviews conducted in 1988 as part of a Summer Employment Program. Residents of Thunder Bay talk about a variety of topics related to the history of Northwestern Ontario : pioneer life, Prisoner of War camps in World War II, child molestation, the Children's Aid Society, teaching, the French language, medicine, shipping, shipbuilding, grain inspection, railroads, the Great Depression, the lumber trade, labour unions, the retail trade, urban development, real estate, and politics. They refer to Thunder Bay, Hurkett, Silver Islet, South Gillies, Hymers, and Ignace, Ontario, and Medicine Hat, Alberta. English. Open. Detailed inventory. 
Thunder Bay Labour History Interview Project Collection;Toronto, Ontario, Canada. Interviews conducted in 1972 in order to record the experiences of those persons who, in some way, contributed to the labour history of Thunder Bay. The tapes conver the social origins of each interviewee and then deals extensively with his working history, including working and living conditions, involvement in labour, politica, ethnic and religious organizations, participation in demonstrations and strikes, and the effect of 
Tillsonburg Museum and Annandale House Collection;Tillsonburg, Ontario, Canada. Interviews dealing with local history. English. Open. List of tapes. 
Tim Buck Collection;Toronto, Ontario, Canada. Interviews conducted in 1965 and 1966 with Tim Buck, former leader of the Communist Party of Canada. Topics include trade unions, working conditions, and communism. The National Archives of Canada also holds copies of these recordings (see Canadian Broadcasting Corporation, Radio : Tim Buck). English. Contact Tim Buck Estate concerning restrictions. Complete transcription, 703 pages. 
Time of Service: Peace;Moorhead, Minnesota, United States. 
Time of Visions;United States. The premise of this volume of interviews with contemporary Native American artists is that their words can help us to understand their images. The interviews attempt to dispel misconceptions about Native art generally and these artists particularly. Overall, the interviews, conceived more as conversations, offer the reader the opportunity to listen to a diverse group of artists discuss their working methods, their creative processes, and the meanings of their work. 
Tom Black Oral History Collection;Washington, District of Columbia, United States. This collection consists of 4.25 hours of interview material. Oral historian Tom Wiener spoke with Black in his New York office December 15-16, 1993. Black also generously loaned materials from his files, including charts and statistics which illustrate some of his observations about the growth of the magazine and the shifting demographics of American society that have affected magazine readership and advertising, plus internal memos from the magazine's early days. Also included are an unedited transcript of the interview, plus an edited version. The latter was the basis for a booklet, which was presented to Black and guests at his retirement party in the spring of 1994. A copy of the booklet rounds out the collection. 
Toronto Between the Wars Collection;"Toronto, Ontario, Canada. Interviews conducted in 1972 by students under the leadership of Penny Stratas, through funds supplied by an Opportunities for Youth grant. The material documents life in Toronto (particularly Parksdale and Kensington) between the wars. Many of those interviewed were immigrants, and working class men and women; many of them were involved in the Communist Party; many were Jewish. Topics include the Great Depression, women, childhood, sports, the Communist Party. The Cooperative Commonwealth Federation Workman's circle, Eaton's, and Ukrainian, Jewish, Scottish, Irish and Polish Canadians. Sound quality varies from poor to good. English. Some restrictions on duplication. List of interviewees with brief annotations; pamphlet with excerpts. Partial transcription "
Touring Entertainment Industry Oral History Collection;"Austin, Texas, United States. Oral history interviews document the American professional touring entertainment industry. The cassettes record the personal narratives of entrepreneurs, promoters, architects, facility managers, and individuals associated with the International Association of Assembly Managers. Oral history interviews were conducted by William Dean Justice, former IAAM president, and James Klain. Topics discussed include the development of public assembly facilities; the development of professional sports; the early history of traveling family shows such as the ice shows and the Harlem Globetrotters; technical stage and lighting problems; and information regarding the history of the International Association of Assembly Managers. "
Town Histories Project;Boston, Massachusetts, United States. The Town Histories Project (sixty-six interviews) is comprised of a series of interviews with residents from several Massachusetts communities including Cape Ann, Lincoln, Newton, and Winchester. There is also one interview with a woman who recalls her childhood in Meriden, Kansas. Topics covered in this group of interviews include small-town life, the automobile, urbanization, the growth of the suburbs, farming, immigration, and family life. 
Trades and Labor Council of Western Australia Arts and Oral History Collection;"Perth, Western Australia, Australia, Australia. To record and promote the history and contemporary struggle of the labour movement in Western Australia; to record and promote the participation of arts practitioners in the labour movement in Western Australia. "
Traditional Lifetimes Stories Collection;East Dartmouth, Nova Scotia, Canada. Interviews conducted from 1982 to 1987 for the books Traditional Lifetime Stories, volumes I and II. These brief testimonies from black men and women of Nova Scotia, aged from 70 to 100 years, concern growing up, life styles, jobs, social events and religion in the years 1880 to 1960. Sound quality varies from fair to good. English. Recordings restricted (only books are accessible). 
Transition of Hmong Immigrants to the United States: Oral Histories from Providence, Rhode Island;Cambridge, Massachusetts, United States. History notes : Jamie Frederic Metzl was a student at Brown University and a teacher at a Thai refugee camp in the summer of 1988. Summary : Bound transcript of interviews with eight Hmong men and women in Providence, R.I., done as an independent study project, Brown University, 1988. 
Transport Workers Union;New York, New York, United States. The TWU Oral History Collection was initiated by Robert F. Wagner Labor Archives staff member Brenda Parnes in 1985 to fill gaps in documentation as she processed the papers of the union. The interviews were conducted by Parnes and Joseph Doyle from 1986-1988, then continued by Gail Malmgreen from 1990. This ongoing collection consists of interviews with officers, members, and staff of the TWU, including Shirley Garry Quill, Maurice Forge, and Gerald O'Reilly. The subject matter mainly concerns TWU history in the NYC area, but there are some references to union politics and activity on the national level. There are no transcripts, but the tapes are open for use without restriction. 
Transportation Project;Boston, Massachusetts, United States. In the Transportation Project (eleven interviews) narrators discuss the impact of various forms of transportation on the twentieth century world. Topics include ship travel, the first automobiles, Amish buggies, steamboats, and the transition from transportation by horse-powered vehicles to automobiles and trains. 
Travis Oral History Interview;Bluesprings, Missouri, United States. 
Truman Library Oral History Program;Independence, Missouri, United States. The Truman Library has approximately 500 interviews supplementing the written record of Harry S. Truman's life and times. The interviews are available in transcript form and range in length from fewer than 10 to over 1,000 pages, with most being between 20 and 200 pages. Most of the interviews include a name and subject index attached to the transcript. There is a cumulative index for the entire oral history collection available in the research room at the Library. 
Trustees Oral History Project, 1997-1998;Waltham, Massachusetts, United States. 
Tsunamis Remembered: Oral Histories of Survivors and Observers in Hawaii;Honolulu, Hawaii, United States. Tsunamis Remembered: Oral Histories of Survivors and Observers in Hawai‘i, a project funded by the Pacific Tsunami Museum, features life history interviews with individuals who witnessed tsunamis--particularly the 1946 and 1960 disasters on the Big Island of Hawai‘i. 
Tubac Historical Society Oral History Program;Tubac, Arizona, United States. 
Tuba-Euphonium Oral History;Bloomington, Indiana, United States. 
Tully-Crenshaw Feminist Oral History Project;"Cambridge, Massachusetts, United States. History notes : The Tully-Crenshaw Feminist Oral History Project was initiated and funded in 1990 by Mary Jean Tully in honor of her mother Maude Gresham Crenshaw, in conjunction with the Schlesinger Library, Radcliffe College. Its goal was to document the founding and development of the National Organization for Women (NOW) and NOW Legal Defense Fund, as well as the role of Betty Friedan in NOW and the contemporary women’s movement. Each interview highlights the issues, policies, decisions, events, and participants in NOW’s history from its founding in 1966 through the International Women’s Year Conference in Houston, Texas, in 1978. Summary : Collection includes audiotapes and transcripts of interviews with forty activists in the National Organization for Women, biographical information, and photographs. Also included are transcripts of a Sept. 12, 1991 round table discussion among five early members of NOW concerning a major split in the organization in the early 1970s; transcript of a workshop on the origins of NOW, held at the NOW national meeting, Jan. 10, 1992; and transcript of discussion on the founding of NOW LDEF, held at Armonk, N.Y., July 19, 1992. Restrictions : Some interviews are restricted; consult the curator of manuscripts. Transcripts of discussions concerning the split and the founding of NOW LDEF are closed until processed. Provenance : Gift of the Project, 2001. Cite as : Tully-Crenshaw Feminist Oral History Project Records. Schlesinger Library, Radcliffe Institute, Harvard University. "
Tumble Community Study;Swansea, Wales, United Kingdom. 
Tumut Shire Library Oral History Collection;Tumut, New South Wales, Australia, Australia. To record the history of the local district through the life experiences of Senior Citizens. 
Tun Jugah Oral History Project;Kuching, Malaysia. The Oral History section of the Tun Jugah Foundation is entrusted with the task of carrying out research projects and activities on oral history/literature of the Iban community in Sarawak. The need to collect and preserve various forms of Iban oral literature has become more urgent in recent years. With rapid encroachment and stiff competition from electronic and print media for various forms of cultural products attractive to the younger generations, oral literature which is intangible in nature is in imminent danger of being slowly forgotten and lost. 
Tuskegee Airmen Oral History Project;Alabama, United States. In a race against time, the National Park Service is hurrying to interview the last survivors of the famed Tuskegee Airmen experience as part of an oral history project to capture the stories of Americas first African-American military aviators. 
Tustin Community History;Fullerton, California, United States. 
Twentieth Century Trade Woman, Vehicle for Social Change: Oral History Project;Binghamton, New York, United States. This collection of interviews highlights the roles of women in American labor struggles. Forty-one interviewees discuss their lives, families, and beliefs as well as the events that led them to become involved in union organizations. 
Twentieth-Century Radicalism in Minnesota Oral History Project;St. Paul, Minnesota, United States. These 70 interviews document the role of left-wing radicalism in shaping Minnesota's political culture. Radicals who were active in the decades up to 1960 were interviewed, including men and women, members of various left-wing political parties and unaffiliated activists, artists, organizers and WPA workers. 37 interviews were generated between 1986 and 1989 as part of the Radicalism Project at the Minnesota Historical Society, under project director Carl Ross. 33 interviews were transcribed from previously collected interviews by Sal Salerno, Steven Trimble, Thomas O'Connell, Hyman Berman and others and added to the project. 
Twin Cities Gay and Lesbian Community Oral History Project;St. Paul, Minnesota, United States. These interviews look into the lives of eight people connected with the local gay/lesbian community from the 1940s to the advent of AIDS in the early 1980s. Throughout the interviews, the narrators recount: early impressions of what they thought homosexuality was, personal experiences of how they came to terms with their sexuality, where they socialized with those like themselves, and the overall social environment they experienced in the Twin Cities. 
U.S. Army Military Oral History Institute Collection;"Carlisle, Pennsylvania, United States. USAMHI 's collection contains hundreds of oral histories (OH) interviews, with senior officers, primarily three and four star generals, describing their military careers. Also held are focused interviews which concern specific topics. Most of the oral histories have been done through a program administered by AWC and USAMHI. USAMHI has also received oral histories from other Army agencies and scholars. A variety of finding aids are available for the OH, to include a published bibliography for some of the earliest transcripts done in the AWC/USAMHI program, a hand list of projects, and an OH database. Brief descriptions of some OH transcripts can be found in the archives database, and the local on-line electronic catalog, CATS. Transcripts are made available to researchers in the reading room; most transcripts are intended to be used on-site. "
U.S. Foreign Relations in WW II;Bloomington, Indiana, United States. 
U.S. Forest Service Centennial Oral History Project;Durango, Colorado, United States. 
U.S. Forest Service Mancos District Cherry Creek Thompson Park Oral History Project;Durango, Colorado, United States. 
U.S. Latinos and Latinas and World War II;Austin, Texas, United States. 'Narratives' is a publication of the U.S. Latinos and Latinas World War II Oral History Project, based in the Department of Journalism at the University of Texas at Austin. 'Narratives' features stories on the brave men and women who participated in the Great War, and on important events that defined that crucial time. The soldiers and Home Front workers who returned changed from the War struggled to establish ordinary lives for themselves and for their families. In doing so, they sometimes played down their extraordinary experiences. 'Narratives' seeks to recover the remarkable stories quietly stored beneath that humility, in order to pay tribute to their sacrifices. 
U.S.-Japan Project Oral History Program;Washington, District of Columbia, United States. The U.S.-Japan Project initiated an oral history program to conduct interviews with former Japanese and American officials who were closely involved with the management of relations between the two countries since 1960. The impetus for the program came from the Project's Advisory Panel, which in its initial meetings identified the need for such a program, in light of the lack of declassified official documents in Japan. Though Japan has recently passed a Freedom of Information Act, its impact upon scholarly access to significant Japanese official records remains to be determined, leaving such interviews a critical source of information on the making of foreign, defense and economic policies within the Japanese government. The U.S.-Japan Project's Oral History Program was headed in Japan by Professors Makoto Iokibe of Kobe University (a member of the Project Advisory Panel) and Koji Murata, formerly at Hiroshima University and currently at Doshisha University (a Project Research Fellow), who worked with other scholars associated with the project to conduct these interviews and prepare the original transcripts. 
U.S.-Mexico Border Labor History;El Paso, Texas, United States. A two-year study funded by the National Endowment for the Humanities added 95 interviews with workers on both sides of the Rio Grande, from El Paso-Ciudad Juárez to Brownsville-Matamoros. Interviews chronicle fifty years of employment history along the border. This nationally recognized collection has been utilized extensively by scholars since its completion in 1980. 
Ualapu'e, Moloka'I: Oral Histories for the East End;Honolulu, Hawaii, United States. Thirteen interviewees talk about the ‘Ualapu‘e Fishpond project, the historical and cultural role of fishponds, and everyday life on East End, Moloka‘i. June 1991, 576 pages, 2 volumes, photographs. 
Uchinanchu: A History of Okinawans in Hawaii;Honolulu, Hawaii, United States. The development of the Okinawan community in Hawai‘i is chronicled in articles and essays. Highlighted are life history narratives based on oral history interviews with first-generation Okinawans. Published by COH in cooperation with the United Okinawan Association of Hawai‘i. Distributed by the University of Hawai‘i Press. December 1981, 632 pages, photographs. 
Uintah Basin Oral History Project;Salt Lake City, Utah, United States. The Uinta Basin Oral History Project (1976-1983) offers the transcripts to nineteen interviews conducted in regards to life in the Uinta Basin in eastern Utah. The interviews discuss the settlement of the Uinta Basin, business activities, and social conditions. Most of the interviews were conducted by persons affiliated the Golden Age Center of Vernal, Utah. 
Ukrainian Canadian Servicemen Collection;"Toronto, Ontario, Canada. Interviews conducted between April 1989 and June 1991 as part of the material the Centre is compiling for a full-length documentary film on Ukrainian Canadian war heroes. Interviewees are Ukrainian Canadian men and women members of the Canadian Armed Forces during World War II. The entire life history of the individual is recorded with emphasis placed on World War II-related events : Displaced Persons (DPs) Camps, repatriation, training and service in the Canadian Armed Forces; the Ukrainian Canadian Servicemen's Association is also mentioned. Interviewees refer to East Africa, England, Italy, Japan and Holland. English, Ukrainian. Open. Computer listing at subject level. "
Ukrainian Famine 1932-33 Collection;"Toronto, Ontario, Canada. Interviews conducted between 1981 and 1988. Material was used in the production of the one hour film ""Harvest of Despair"", documenting the 1932-1933 famine in Ukraine. Screened in Canada, the United Sates, the United Kingdom, Australia and Sweden, the film won international acclaim, receiving 11 prizes, 6 of which were first prizes. Men and women survivors of the famine were interviewed. The motion picture interviews concentrated on the Famine and the related events. The video and sound cassette interviews deal also with the entire life history of the individuals interviewed. Special emphasis was placed on the Canadian experience. Topics include the famine itself, cannibalism, communism "
Ukrainian-Americans in the Midwest;Bloomington, Indiana, United States. 
Umatilla, Oregon Oral History Archive;Vancouver, Washington, United States. The oral history archive contains written transcripts of interviews conducted for the Umatilla Community History Project. 
Umqomboti, Utywala and Lucky Stars: Stories of Liquor in Langa between 1930 and 1980;Rondebosch, South Africa. In 2002 we launched 'Umqomboti, utywala & lucky stars: stories of liquor in Langa between 1930 and 1980'. This audio visual exhibition was the outcome of that year's post graduate intern training programme. 40 audio interviews with Langa residents involved with the underground liquor trade, were used as a base to explore the histories of people living under apartheid. The exhibition opened in Langa in October 2002 and has travelled to a range of venues since its opening such as the Nelson Mandela Gateway, CT. Worcester Kleinplaasie Museum, Paarl Museum and IASA, Pretoria conference. 
Uncrowned Queens Digital Oral History Project;Buffalo, New York, United States. Oral histories of Georgia Burnette, Gwendolyn Greene, Thelma Hardiman, Eva Noles, Garnet Hicks Wallace conducted by Peggy Brook-Bertram and Barbara Seals Nevergold of the Uncrowned Queens Institute for Research and Education on Women, Inc. 
Unemployment Insurance Project;New York, New York, United States. This project, funded by the Arthur J. Altmeyer Fellowship in Unemployment Insurance and under taken by Evangeline W. Cooper in 1980-1982, provides a survey of the history and development of the Unemployment Insurance Service in the United States. The interviewees discuss the relation- ship of unemployment insurance to the Social Security Board, to the Department of Labor and to organized labor. They offer useful background on various areas of New Deal activity. The participants describe policy development for unemployment insurance in terms of eligibility requirements, disqualification, merit and experience ratings, duration, benefit formulas, and supplemental and temporary extended benefits. There are interesting comparisons of state and federal programs and the degree of control in each case, together with examples of lobbying on state and national levels, and problems of financing the programs. 
Union War Histories;Saldanha, South Africa. 
United Automobile Workers International Executive Board Oral Histories;Detroit, Michigan, United States. A series of interviews conducted between 1985 and 1998 with eighteen IEB members, covering their UAW careers and important events in the history of the union. 
United Automobile Workers Oral Histories;Detroit, Michigan, United States. Conducted by Jack W. Skeels between 1959 and 1963 as part of The University of Michigan-Wayne State University Institute of Labor and Industrial Relations project to document the early years of the United Automobile Workers union. 
United Church of Canada/Victoria University Archives Collection;Toronto, Ontario, Canada. Interviews conducted from the 1960s to the 1990s with Moderators, Ministers, Missionaries and others active in the United Church of Canada, about their work in the Church. English. Open. Card catalog. 
United Indian Traders Association Oral History Collection;"Flagstaff, Arizona, United States. In 1931, a group of trading post owners and operators founded the United Indian Traders Association (UITA), a non-profit organization whose goals were: 1) to promote improved business practices among Indian traders, arts and crafts dealers, Indians, and all related agencies; 2) to promote, encourage, and protect the manufacture and sale of genuine Indian handmade arts and crafts; and 3) to promote the general welfare of those engaged in the business of Indian trading, as well as the welfare of the Navajo Indians and all other Indians of North America. In 1997, when the UITA decided to disband, they divided their substantial financial reserves among several worthy causes, one of which is the oral history project displayed at this web-site. "
United Jewish Appeal - Federation of New York Oral History Project;New York, New York, United States. 
